Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Michal Wiedenski, Zbigniew Szadkowski","Cloud Computing as a Source of Independent, Large Scale Computing Capabilities for Small Science Teams, Based on Pierre Auger Collaboration Example",2018,"2018 International Conference on Advances in Big Data, Computing and Data Communication Systems (icABCD)","IEEE","https://doi.org/10.1109/icabcd.2018.8465440","",895,"2025-02-06 14:28:58","proceedings-article","10.1109/icabcd.2018.8465440","","",,,1,7,0,0.00,0,2,7,"","http://xplorestaging.ieee.org/ielx7/8453211/8465125/08465440.pdf?arnumber=8465440",""
0,"","Introduction",2008,"Landolt-Börnstein - Group IV Physical Chemistry","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-540-74196-1_1","",897,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-540-74196-1_1","1616-9557","",,,1,7,0,0.00,0,0,17,"","http://www.springermaterials.com/index/pdf/10.1007/978-3-540-74196-1_1",""
0,"","Introduction",2010,"Landolt-Börnstein - Group IV Physical Chemistry","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-642-00771-2_1","",898,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-642-00771-2_1","1616-9557","",,,,,0,0.00,0,0,15,"","http://www.springermaterials.com/index/pdf/10.1007/978-3-642-00771-2_1",""
0,"","Introduction",2010,"Landolt-Börnstein - Group IV Physical Chemistry","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-642-02700-0_1","",899,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-642-02700-0_1","1616-9557","",,,,,0,0.00,0,0,15,"","http://www.springermaterials.com/index/pdf/10.1007/978-3-642-02700-0_1",""
0,"Ciprian-Octavian Truica, Elena-Simona Apostol","NoSQL Environments and Big Data Analytics for Time Series",2021,"Data Science and Big Data Analytics in Smart Environments","CRC Press","https://doi.org/10.1201/9780367814397-6","",900,"2025-02-06 14:28:58","book-chapter","10.1201/9780367814397-6","","",,,108,138,0,0.00,0,2,4,"","",""
0,"A. P. Morse","""Data Is"" or ""Data Are"": Which?",1927,"Science","American Association for the Advancement of Science (AAAS)","https://doi.org/10.1126/science.65.1684.355.b","",901,"2025-02-06 14:28:58","journal-article","10.1126/science.65.1684.355.b","0036-8075","",65,1684,355,355,0,0.00,0,1,98,"","https://www.science.org/doi/pdf/10.1126/science.65.1684.355.b",""
0,"Wendy Hall","Observatories and data analytics for web science",2017,"1st Europe Summer School on  Data Science - SummerSchool '17","ACM Press","https://doi.org/10.1145/3168836.3168844","",902,"2025-02-06 14:28:58","proceedings-article","10.1145/3168836.3168844","","",,,1,1,0,0.00,0,1,8,"","",""
0,"","Data and Knowledge",2024,"Behind the Science","Bristol University Press","https://doi.org/10.2307/jj.14996065.6","",904,"2025-02-06 14:28:58","book-chapter","10.2307/jj.14996065.6","","",,,1,16,0,0.00,0,0,1,"","",""
0,"Renata Rawlings-Goss","Building Data Talent and Workforce",2019,"SpringerBriefs in Computer Science","Springer International Publishing","https://doi.org/10.1007/978-3-030-22407-3_4","",905,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-030-22407-3_4","2191-5768","",,,53,66,0,0.00,0,1,6,"","http://link.springer.com/content/pdf/10.1007/978-3-030-22407-3_4",""
0,"A Saito, D Yoshida","Erratum: Dagik: A Data-Showcase System for the Geospace [Data Science Journal, Volume 8, 30 March 2009. S92-S95]",2009,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.8-503","",908,"2025-02-06 14:28:58","journal-article","10.2481/dsj.8-503","1683-1470","",8,,,,0,0.00,0,2,16,"","https://doi.org/10.2481/dsj.8-503",""
0,"Data Archiving and Networked Services","Preparing Data for Sharing",2012,"","Amsterdam University Press","https://doi.org/10.1017/9789048513802","",911,"2025-02-06 14:28:58","monograph","10.1017/9789048513802","","",,,,,0,0.00,0,1,13,"This data guide takes readers through the cycle of social science research, from applying for a research grant, through conducting the data collection phase, and ultimately to preparing the data for deposit in archives or data repositories. An adaptation of the fourth edition of the Guide to Social Science Data Preparation and Archiving of 2009 by the Inter-University Consortium for Political and Social Research at the University of Michigan, this publication will help researchers to manage, document, and archive their data and to think broadly about which types of digital content should be deposited in such an archive.","",""
0,"Zhong Liu, Tian Yao","Strategizing Earth Science Data Development",2024,"Scientific Data","Springer Science and Business Media LLC","https://doi.org/10.1038/s41597-024-03531-6","",912,"2025-02-06 14:28:58","journal-article","10.1038/s41597-024-03531-6","2052-4463","",11,1,,,0,0.00,0,2,1,"","https://www.nature.com/articles/s41597-024-03531-6.pdf",""
0,"","Index",2015,"Data Science &amp; Big Data Analytics","John Wiley & Sons, Inc.","https://doi.org/10.1002/9781119183686.index","",913,"2025-02-06 14:28:58","book-chapter","10.1002/9781119183686.index","","",,,397,410,0,0.00,0,0,10,"","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119183686.index",""
0,"","Data and Spatial Data in R",2021,"Geographical Data Science and Spatial Data Analysis: An Introduction in R","SAGE Publications Ltd","https://doi.org/10.4135/9781526485465.n2","",914,"2025-02-06 14:28:58","book-chapter","10.4135/9781526485465.n2","","",,,35,77,0,0.00,0,0,4,"","",""
0,"","Data Organization and First Data Frame Operations",2024,"Data Science Fundamentals with R, Python, and Open Data","Wiley","https://doi.org/10.1002/9781394213276.ch3","",915,"2025-02-06 14:28:58","other","10.1002/9781394213276.ch3","","",,,23,97,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394213276.ch3",""
0,"Alexandru Telea, Michael Behrisch","Visual Exploration of Large Multidimensional Trajectory Data",2022,"Data Science for Migration and Mobility","British Academy","https://doi.org/10.5871/bacad/9780197267103.003.0011","",916,"2025-02-06 14:28:58","book-chapter","10.5871/bacad/9780197267103.003.0011","","",,,241,266,0,0.00,0,2,3,"<p>Several visualisation methods have been recently proposed to aid a wide variety of users in the exploration of geographical trajectory, or trail, datasets. Such datasets consist of thousands up to millions of spatio-temporal trails that are also attributed by many additional data variables related to the identity of the tracked items, type of motion being recorded, data provenance, and more. As both data size and data dimensionality grow, finding efficient and effective ways to answer concrete questions, as well as discover unknown insights, from such data become increasingly important. We present an overview of recent information visualisation and visual analytics developments in this direction, with the aim of bridging the gap between Technical developments in this area and actual users and use-cases that can benefit from them. In this overview, we discuss strengths, limitations, assumptions, and other important characteristics of such visualisation methods, so as to help domain experts find optimal methods for their given application contexts. We illustrate our discussion with several examples of visualisation of large-scale, real-world, trajectory datasets related to migration data and use-cases.</p>","",""
0,"Yuri Demchenko, Juan J. Cuadrado-Gallego, Oleg Chertov, Marharyta Aleksandrova","Data Science Projects Management, DataOps, MLOPs",2024,"Big Data Infrastructure Technologies for Data Analytics","Springer Nature Switzerland","https://doi.org/10.1007/978-3-031-69366-3_12","",917,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-031-69366-3_12","","",,,447,497,0,0.00,0,4,1,"","https://link.springer.com/content/pdf/10.1007/978-3-031-69366-3_12",""
0,"","Introduction",2008,"Landolt-Börnstein - Group IV Physical Chemistry","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-540-69761-9_1","",918,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-540-69761-9_1","1616-9557","",,,1,7,0,0.00,0,0,17,"","http://www.springermaterials.com/index/pdf/10.1007/978-3-540-69761-9_1",""
0,"Greg Ridgeway","Transparency, Statistics, and Justice System Knowledge Is Essential for Science of Risk Assessment",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.cb0f8674","",919,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.cb0f8674","","",2,1,,,0,0.00,0,1,5,"","",""
0,"Orit Hazzan, Koby Mike","Data Science for Social Science and Digital Humanities Research",2023,"Guide to Teaching Data Science","Springer International Publishing","https://doi.org/10.1007/978-3-031-24758-3_19","",921,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-031-24758-3_19","","",,,283,301,0,0.00,0,2,2,"","https://link.springer.com/content/pdf/10.1007/978-3-031-24758-3_19",""
0,"Guy MORDRET","Big Data in Science: Which Business Model is Suitable?",2015,"Big Data in Science: Which Business Model is Suitable?","Sunvalley Communication","https://doi.org/10.14229/jadc.2015.10.10.001","",922,"2025-02-06 14:28:58","journal-article","10.14229/jadc.2015.10.10.001","2327-0152","",,,,,0,0.00,0,1,10,"","",""
0,"Luiz Paulo Fávero, Patrícia Belfiore, Rafael de Freitas Souza","Managing data",2023,"Data Science, Analytics and Machine Learning with R","Elsevier","https://doi.org/10.1016/b978-0-12-824271-1.00020-2","",923,"2025-02-06 14:28:58","book-chapter","10.1016/b978-0-12-824271-1.00020-2","","",,,169,190,0,0.00,0,3,2,"","https://api.elsevier.com/content/article/PII:B9780128242711000202",""
0,"Rumena Komitova, Daniel Memmert","Time Series Data Mining",2024,"Computer Science in Sport","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-662-68313-2_17","",924,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-662-68313-2_17","","",,,141,148,0,0.00,0,2,1,"","https://link.springer.com/content/pdf/10.1007/978-3-662-68313-2_17",""
0,"","Introduction",2009,"Landolt-Börnstein - Group IV Physical Chemistry","Springer Berlin Heidelberg","https://doi.org/10.1007/978-3-540-88053-0_1","",925,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-540-88053-0_1","1616-9557","",,,1,8,0,0.00,0,0,16,"","http://www.springermaterials.com/index/pdf/10.1007/978-3-540-88053-0_1",""
0,"","Implications of the Big Data Movement for the Advancement of I-O Science and Practice",2015,"Big Data at Work","Routledge","https://doi.org/10.4324/9781315780504-14","",927,"2025-02-06 14:28:58","book-chapter","10.4324/9781315780504-14","","",,,195,226,0,0.00,0,0,10,"","",""
0,"Feicheng Ma, Gary Marchionini","Introduction to the special issue on data science and information science",2023,"Data and Information Management","Elsevier BV","https://doi.org/10.1016/j.dim.2023.100034","",930,"2025-02-06 14:28:58","journal-article","10.1016/j.dim.2023.100034","2543-9251","",7,1,100034,100034,0,0.00,0,2,2,"","https://api.elsevier.com/content/article/PII:S2543925123000086",""
0,"Zarek Drozda, Justice Toshiba Walker, Kathi Fisler, David Weintrop","Computing in Data Science or Data in Computer Science? Exploring the Relationship between Data Science and Computer Science in K-12 Education",2024,"Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2","ACM","https://doi.org/10.1145/3626253.3631654","",931,"2025-02-06 14:28:58","proceedings-article","10.1145/3626253.3631654","","",,,1527,1528,0,0.00,0,4,1,"","https://dl.acm.org/doi/pdf/10.1145/3626253.3631654",""
0,"","Data Science, Human Science, and Ancient Gods",2023,"","Lockwood Press","https://doi.org/10.5913/2023518","",932,"2025-02-06 14:28:58","edited-book","10.5913/2023518","","",,,,,0,0.00,0,0,2,"","",""
0,"Liao Zhu, Haoxuan Wu, Martin T. Wells","News-Based Sparse Machine Learning Models for Adaptive Asset Pricing",2023,"Data Science in Science","Informa UK Limited","https://doi.org/10.1080/26941899.2023.2187895","",933,"2025-02-06 14:28:58","journal-article","10.1080/26941899.2023.2187895","2694-1899","",2,1,,,0,0.00,0,3,2,"","https://www.tandfonline.com/doi/pdf/10.1080/26941899.2023.2187895",""
0,"","Time Series",2023,"Introduction to Environmental Data Science","Cambridge University Press","https://doi.org/10.1017/9781107588493.012","",934,"2025-02-06 14:28:58","book-chapter","10.1017/9781107588493.012","","",,,372,417,0,0.00,0,0,2,"","",""
